,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
338,Gone,Blake Rose,0.317,0.545,11,-6.439,0,0.0469,0.039,0.0,0.116,0.14,139.014,audio_features,6sHxpnCerm9M6A5zaFFNfs,spotify:track:6sHxpnCerm9M6A5zaFFNfs,https://api.spotify.com/v1/tracks/6sHxpnCerm9M6A5zaFFNfs,https://api.spotify.com/v1/audio-analysis/6sHxpnCerm9M6A5zaFFNfs,205462,5
339,On My Own - Bishu Remix,Lookas,0.652,0.917,7,-3.502,1,0.0492,0.255,2.01e-05,0.463,0.489,129.961,audio_features,2lxABaTopA3eLW78gm6TnP,spotify:track:2lxABaTopA3eLW78gm6TnP,https://api.spotify.com/v1/tracks/2lxABaTopA3eLW78gm6TnP,https://api.spotify.com/v1/audio-analysis/2lxABaTopA3eLW78gm6TnP,194308,4
340,Radio Silence (With Jocelyn Alice),R3HAB,0.603,0.723,9,-5.89,0,0.0454,0.025,0.0,0.0824,0.382,114.966,audio_features,6Wosx2euFPMT14UXiWudMy,spotify:track:6Wosx2euFPMT14UXiWudMy,https://api.spotify.com/v1/tracks/6Wosx2euFPMT14UXiWudMy,https://api.spotify.com/v1/audio-analysis/6Wosx2euFPMT14UXiWudMy,138913,4
341,The Way We Were,Bear Grillz,0.557,0.684,0,-4.695,1,0.0542,0.512,0.0,0.157,0.125,139.857,audio_features,1GCVlnLKCz2ruuUAMxEOJO,spotify:track:1GCVlnLKCz2ruuUAMxEOJO,https://api.spotify.com/v1/tracks/1GCVlnLKCz2ruuUAMxEOJO,https://api.spotify.com/v1/audio-analysis/1GCVlnLKCz2ruuUAMxEOJO,195429,4
342,For The First Time,tyDi,0.551,0.668,6,-7.077,0,0.0447,0.12,3.67e-06,0.16,0.196,144.012,audio_features,6FOkigXds5eFCnNwv7E6qW,spotify:track:6FOkigXds5eFCnNwv7E6qW,https://api.spotify.com/v1/tracks/6FOkigXds5eFCnNwv7E6qW,https://api.spotify.com/v1/audio-analysis/6FOkigXds5eFCnNwv7E6qW,210000,4
343,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,0.631,0.893,7,-5.123,1,0.0411,0.0107,0.00632,0.147,0.548,130.015,audio_features,0emkFigRCrQnsaOOnhtoFY,spotify:track:0emkFigRCrQnsaOOnhtoFY,https://api.spotify.com/v1/tracks/0emkFigRCrQnsaOOnhtoFY,https://api.spotify.com/v1/audio-analysis/0emkFigRCrQnsaOOnhtoFY,235025,4
344,Drive (feat. Delilah Montagu) - Edit,Black Coffee,0.719,0.79,11,-8.765,0,0.038,0.00124,0.0443,0.0786,0.425,118.017,audio_features,6X7PK2UQMUU36ux9pynSkV,spotify:track:6X7PK2UQMUU36ux9pynSkV,https://api.spotify.com/v1/tracks/6X7PK2UQMUU36ux9pynSkV,https://api.spotify.com/v1/audio-analysis/6X7PK2UQMUU36ux9pynSkV,191258,4
345,With Every Heartbeat - with Kleerup - Tong and Spoon Wonderland Remix,Robyn,0.799,0.497,8,-7.164,1,0.146,0.00389,0.781,0.065,0.431,126.013,audio_features,17FSlwAcuzwITI7cA1w0Lq,spotify:track:17FSlwAcuzwITI7cA1w0Lq,https://api.spotify.com/v1/tracks/17FSlwAcuzwITI7cA1w0Lq,https://api.spotify.com/v1/audio-analysis/17FSlwAcuzwITI7cA1w0Lq,434853,4
346,Heart Will Follow,Alex Kunnari,0.533,0.797,9,-4.989,1,0.032,0.061,0.0154,0.168,0.447,131.994,audio_features,4Z0KdXS7mzvh7MK36ZG9Pq,spotify:track:4Z0KdXS7mzvh7MK36ZG9Pq,https://api.spotify.com/v1/tracks/4Z0KdXS7mzvh7MK36ZG9Pq,https://api.spotify.com/v1/audio-analysis/4Z0KdXS7mzvh7MK36ZG9Pq,216406,4
347,Believe,Don Diablo,0.498,0.755,7,-4.862,0,0.0776,0.328,0.0,0.143,0.442,123.63,audio_features,2SarJa9ShYlxXMm3YPTmdP,spotify:track:2SarJa9ShYlxXMm3YPTmdP,https://api.spotify.com/v1/tracks/2SarJa9ShYlxXMm3YPTmdP,https://api.spotify.com/v1/audio-analysis/2SarJa9ShYlxXMm3YPTmdP,217016,4
348,Can't Erase,Nause,0.565,0.674,8,-6.098,0,0.0463,0.0248,8.68e-06,0.105,0.254,127.046,audio_features,3Ng3o442KePLsUOPwql6W7,spotify:track:3Ng3o442KePLsUOPwql6W7,https://api.spotify.com/v1/tracks/3Ng3o442KePLsUOPwql6W7,https://api.spotify.com/v1/audio-analysis/3Ng3o442KePLsUOPwql6W7,170079,4
349,SRY,MIME,0.655,0.729,11,-1.724,1,0.107,0.297,0.0,0.117,0.375,115.13,audio_features,0liqgDxxKqACG9kponhjfn,spotify:track:0liqgDxxKqACG9kponhjfn,https://api.spotify.com/v1/tracks/0liqgDxxKqACG9kponhjfn,https://api.spotify.com/v1/audio-analysis/0liqgDxxKqACG9kponhjfn,223826,4
350,All Cried Out (feat. Alex Newell) - Radio Edit,Blonde,0.657,0.757,0,-5.257,0,0.0584,0.428,0.0,0.0728,0.672,122.056,audio_features,6n7rJUcwmQDestMYXoSoZF,spotify:track:6n7rJUcwmQDestMYXoSoZF,https://api.spotify.com/v1/tracks/6n7rJUcwmQDestMYXoSoZF,https://api.spotify.com/v1/audio-analysis/6n7rJUcwmQDestMYXoSoZF,170716,4
351,Flames - David Guetta Remix,David Guetta,0.707,0.629,5,-6.065,0,0.0457,0.0388,0.149,0.0589,0.102,123.021,audio_features,1mvghSCONexEGEuSJVbnsT,spotify:track:1mvghSCONexEGEuSJVbnsT,https://api.spotify.com/v1/tracks/1mvghSCONexEGEuSJVbnsT,https://api.spotify.com/v1/audio-analysis/1mvghSCONexEGEuSJVbnsT,368150,4
352,Known You Before (with Emilie Brandt),Jason Ross,0.412,0.671,7,-6.545,0,0.0563,0.0137,3.35e-06,0.192,0.112,128.174,audio_features,46EA3tB2G4GrOMhDie094Q,spotify:track:46EA3tB2G4GrOMhDie094Q,https://api.spotify.com/v1/tracks/46EA3tB2G4GrOMhDie094Q,https://api.spotify.com/v1/audio-analysis/46EA3tB2G4GrOMhDie094Q,219401,4
353,If I Left The World (feat. MARINA & Model Child),Gryffin,0.251,0.673,3,-5.342,1,0.076,0.0782,0.0,0.0844,0.262,89.973,audio_features,5mEdu358hFKpuN4YbJ2ZQy,spotify:track:5mEdu358hFKpuN4YbJ2ZQy,https://api.spotify.com/v1/tracks/5mEdu358hFKpuN4YbJ2ZQy,https://api.spotify.com/v1/audio-analysis/5mEdu358hFKpuN4YbJ2ZQy,199919,4
354,Pray (feat. Kameron Alexander),ILLENIUM,0.487,0.694,10,-4.049,0,0.0397,0.131,1.46e-05,0.106,0.287,145.919,audio_features,61sor95BL63MCvZYgKK8KM,spotify:track:61sor95BL63MCvZYgKK8KM,https://api.spotify.com/v1/tracks/61sor95BL63MCvZYgKK8KM,https://api.spotify.com/v1/audio-analysis/61sor95BL63MCvZYgKK8KM,295890,4
355,Stay,Cryosis,0.572,0.475,8,-8.531,1,0.0275,0.00253,2.75e-05,0.111,0.309,139.928,audio_features,2fVhMWGxQSBjV2YLUhOGR1,spotify:track:2fVhMWGxQSBjV2YLUhOGR1,https://api.spotify.com/v1/tracks/2fVhMWGxQSBjV2YLUhOGR1,https://api.spotify.com/v1/audio-analysis/2fVhMWGxQSBjV2YLUhOGR1,214540,4
356,Fades Away (feat. Noonie Bao),Avicii,0.53,0.525,0,-8.319,1,0.0585,0.228,2.2e-06,0.0812,0.225,134.236,audio_features,6aPDvttLmezuUlv60ExTH9,spotify:track:6aPDvttLmezuUlv60ExTH9,https://api.spotify.com/v1/tracks/6aPDvttLmezuUlv60ExTH9,https://api.spotify.com/v1/audio-analysis/6aPDvttLmezuUlv60ExTH9,178958,4
357,Visions,Kevin Courtois,0.737,0.507,6,-8.336,1,0.0383,0.193,4.83e-05,0.117,0.128,98.016,audio_features,7o6njxqSGbrIUIb8WzTe38,spotify:track:7o6njxqSGbrIUIb8WzTe38,https://api.spotify.com/v1/tracks/7o6njxqSGbrIUIb8WzTe38,https://api.spotify.com/v1/audio-analysis/7o6njxqSGbrIUIb8WzTe38,183057,4
358,Every Piece Of Me (with Echos),ILLENIUM,0.343,0.321,7,-9.53,0,0.0357,0.514,0.000505,0.232,0.44,119.096,audio_features,3cBbeY7DCckx8eEQ70AM5y,spotify:track:3cBbeY7DCckx8eEQ70AM5y,https://api.spotify.com/v1/tracks/3cBbeY7DCckx8eEQ70AM5y,https://api.spotify.com/v1/audio-analysis/3cBbeY7DCckx8eEQ70AM5y,223405,5
359,Fall,Medii,0.405,0.543,5,-8.47,1,0.0333,0.0006,0.0,0.0956,0.365,180.222,audio_features,2hnLPBk8Chlfam7qwnJ7Uo,spotify:track:2hnLPBk8Chlfam7qwnJ7Uo,https://api.spotify.com/v1/tracks/2hnLPBk8Chlfam7qwnJ7Uo,https://api.spotify.com/v1/audio-analysis/2hnLPBk8Chlfam7qwnJ7Uo,202000,4
360,Never Leave Me (feat. Joe Janiak),Avicii,0.629,0.662,4,-5.581,1,0.0939,0.303,0.0,0.0762,0.45,82.368,audio_features,7zGEU6BXl2c4TxpzIAr7BI,spotify:track:7zGEU6BXl2c4TxpzIAr7BI,https://api.spotify.com/v1/tracks/7zGEU6BXl2c4TxpzIAr7BI,https://api.spotify.com/v1/audio-analysis/7zGEU6BXl2c4TxpzIAr7BI,171726,4
361,Leave,Various Artists,0.453,0.736,9,-8.651,0,0.0538,0.00118,0.11,0.373,0.091,139.966,audio_features,1BpXUxcpOk9Dh0acKAxfpN,spotify:track:1BpXUxcpOk9Dh0acKAxfpN,https://api.spotify.com/v1/tracks/1BpXUxcpOk9Dh0acKAxfpN,https://api.spotify.com/v1/audio-analysis/1BpXUxcpOk9Dh0acKAxfpN,241720,4
362,Using (with Emily Warren) - Syn Cole Remix,RITUAL,0.699,0.855,0,-3.267,0,0.036,0.0621,0.000164,0.0853,0.5,107.978,audio_features,7HnSY7CAnw7FgiSiwVILiz,spotify:track:7HnSY7CAnw7FgiSiwVILiz,https://api.spotify.com/v1/tracks/7HnSY7CAnw7FgiSiwVILiz,https://api.spotify.com/v1/audio-analysis/7HnSY7CAnw7FgiSiwVILiz,180000,4
363,Good Things Fall Apart (with Jon Bellion),ILLENIUM,0.643,0.603,2,-5.416,1,0.0311,0.012,0.0,0.118,0.42,144.01,audio_features,3LxG9HkMMFP0MZuiw3O2rF,spotify:track:3LxG9HkMMFP0MZuiw3O2rF,https://api.spotify.com/v1/tracks/3LxG9HkMMFP0MZuiw3O2rF,https://api.spotify.com/v1/audio-analysis/3LxG9HkMMFP0MZuiw3O2rF,216668,4
364,All I've Got - Mathame Remix,RÜFÜS DU SOL,0.578,0.653,4,-11.451,0,0.0414,0.0225,0.65,0.0801,0.0372,127.016,audio_features,7HYKSR9u50fzaDF3DCI5kO,spotify:track:7HYKSR9u50fzaDF3DCI5kO,https://api.spotify.com/v1/tracks/7HYKSR9u50fzaDF3DCI5kO,https://api.spotify.com/v1/audio-analysis/7HYKSR9u50fzaDF3DCI5kO,450464,4
365,Love Me Like You Used To,Kaskade,0.624,0.65,6,-6.209,0,0.106,0.156,0.0,0.238,0.0702,103.998,audio_features,6RmwFnIqU3Po2QNbTxmEIT,spotify:track:6RmwFnIqU3Po2QNbTxmEIT,https://api.spotify.com/v1/tracks/6RmwFnIqU3Po2QNbTxmEIT,https://api.spotify.com/v1/audio-analysis/6RmwFnIqU3Po2QNbTxmEIT,168767,4
366,Tell Me Why (feat. Malika),KRANE,0.536,0.591,0,-6.233,1,0.0597,0.718,0.0019,0.113,0.293,100.055,audio_features,4qn6PMARJ4dOaDzEVEcbWP,spotify:track:4qn6PMARJ4dOaDzEVEcbWP,https://api.spotify.com/v1/tracks/4qn6PMARJ4dOaDzEVEcbWP,https://api.spotify.com/v1/audio-analysis/4qn6PMARJ4dOaDzEVEcbWP,165600,4
367,STAY,Janelle Kroll,0.71,0.436,7,-9.241,1,0.0769,0.107,0.000391,0.118,0.2,113.993,audio_features,33qotyKLdmcwPFtUGySdcI,spotify:track:33qotyKLdmcwPFtUGySdcI,https://api.spotify.com/v1/tracks/33qotyKLdmcwPFtUGySdcI,https://api.spotify.com/v1/audio-analysis/33qotyKLdmcwPFtUGySdcI,197930,4
368,Broken Ones (with Anna Clendening),ILLENIUM,0.545,0.668,7,-3.962,0,0.0906,0.148,0.0,0.372,0.249,149.988,audio_features,6tPnAqe6UNeKMoOrruBSEi,spotify:track:6tPnAqe6UNeKMoOrruBSEi,https://api.spotify.com/v1/tracks/6tPnAqe6UNeKMoOrruBSEi,https://api.spotify.com/v1/audio-analysis/6tPnAqe6UNeKMoOrruBSEi,198286,4
369,Feel Better,Calippo,0.677,0.802,11,-5.388,1,0.107,0.0845,0.0186,0.223,0.688,123.008,audio_features,3ShXxpDlExYyFNQunQyUOG,spotify:track:3ShXxpDlExYyFNQunQyUOG,https://api.spotify.com/v1/tracks/3ShXxpDlExYyFNQunQyUOG,https://api.spotify.com/v1/audio-analysis/3ShXxpDlExYyFNQunQyUOG,187805,4
370,Bye Bye (feat. Ivy Adara),Gryffin,0.612,0.781,4,-3.601,1,0.0931,0.00548,0.0,0.174,0.54,148.017,audio_features,676eXXtx6I7yxaDfXvMpjK,spotify:track:676eXXtx6I7yxaDfXvMpjK,https://api.spotify.com/v1/tracks/676eXXtx6I7yxaDfXvMpjK,https://api.spotify.com/v1/audio-analysis/676eXXtx6I7yxaDfXvMpjK,210352,4
371,Go,Maduk,0.457,0.926,7,-3.259,0,0.0403,0.00556,0.000167,0.243,0.15,174.032,audio_features,6LmNEPZWhYAyz9jZHaW3sj,spotify:track:6LmNEPZWhYAyz9jZHaW3sj,https://api.spotify.com/v1/tracks/6LmNEPZWhYAyz9jZHaW3sj,https://api.spotify.com/v1/audio-analysis/6LmNEPZWhYAyz9jZHaW3sj,247135,4
372,Will We Talk? - MK Remix,Sam Fender,0.709,0.901,10,-5.279,0,0.0597,0.0495,9.11e-06,0.24,0.508,124.026,audio_features,65GPm8Zn3n78BCqitmbNL9,spotify:track:65GPm8Zn3n78BCqitmbNL9,https://api.spotify.com/v1/tracks/65GPm8Zn3n78BCqitmbNL9,https://api.spotify.com/v1/audio-analysis/65GPm8Zn3n78BCqitmbNL9,206280,4
373,Take You Down,ILLENIUM,0.275,0.657,11,-3.9,1,0.0431,0.396,0.000148,0.305,0.219,169.638,audio_features,6f1oG9hTx3NETgV6q4rkw5,spotify:track:6f1oG9hTx3NETgV6q4rkw5,https://api.spotify.com/v1/tracks/6f1oG9hTx3NETgV6q4rkw5,https://api.spotify.com/v1/audio-analysis/6f1oG9hTx3NETgV6q4rkw5,221398,4
374,Miss Me More,3LAU,0.652,0.803,6,-5.366,1,0.0433,0.0156,1.95e-05,0.0608,0.52,97.053,audio_features,5KQn3B5Zvt6UtYKUuSAunX,spotify:track:5KQn3B5Zvt6UtYKUuSAunX,https://api.spotify.com/v1/tracks/5KQn3B5Zvt6UtYKUuSAunX,https://api.spotify.com/v1/audio-analysis/5KQn3B5Zvt6UtYKUuSAunX,191443,4
375,Phoenix (Blanke Remix),League of Legends,0.433,0.594,1,-6.075,1,0.0567,0.0117,0.0,0.108,0.139,167.85,audio_features,63az9I8uaXv80TyJ5KZPiN,spotify:track:63az9I8uaXv80TyJ5KZPiN,https://api.spotify.com/v1/tracks/63az9I8uaXv80TyJ5KZPiN,https://api.spotify.com/v1/audio-analysis/63az9I8uaXv80TyJ5KZPiN,208571,4
376,WHO CARES,SEBASTIAN PAUL,0.541,0.432,8,-7.348,1,0.0698,0.247,0.0205,0.0423,0.171,156.027,audio_features,54tBcApxjKD2p78MtPp4nG,spotify:track:54tBcApxjKD2p78MtPp4nG,https://api.spotify.com/v1/tracks/54tBcApxjKD2p78MtPp4nG,https://api.spotify.com/v1/audio-analysis/54tBcApxjKD2p78MtPp4nG,349186,4
377,Pick Up,DJ Koze,0.712,0.601,5,-8.968,1,0.062,1.09e-05,0.802,0.0982,0.513,124.912,audio_features,5YzBL3vkQnp3JbeDRRSbSQ,spotify:track:5YzBL3vkQnp3JbeDRRSbSQ,https://api.spotify.com/v1/tracks/5YzBL3vkQnp3JbeDRRSbSQ,https://api.spotify.com/v1/audio-analysis/5YzBL3vkQnp3JbeDRRSbSQ,398151,4
378,Sad Songs (& Said The Sky with Annika Wells),ILLENIUM,0.532,0.571,1,-6.291,1,0.041,0.679,0.0,0.109,0.475,144.912,audio_features,4pioeMejnqa4T3QAEqwVA3,spotify:track:4pioeMejnqa4T3QAEqwVA3,https://api.spotify.com/v1/tracks/4pioeMejnqa4T3QAEqwVA3,https://api.spotify.com/v1/audio-analysis/4pioeMejnqa4T3QAEqwVA3,210423,4
379,I Was Wrong - Robin Schulz Remix,A R I Z O N A,0.653,0.762,6,-7.111,1,0.0506,0.371,0.00687,0.0951,0.526,117.977,audio_features,4RNpfZR9Zm7efzuMghkPKb,spotify:track:4RNpfZR9Zm7efzuMghkPKb,https://api.spotify.com/v1/tracks/4RNpfZR9Zm7efzuMghkPKb,https://api.spotify.com/v1/audio-analysis/4RNpfZR9Zm7efzuMghkPKb,220678,4
380,Good Enough (Michael Brun x The Ready Set),The Ready Set,0.683,0.61,5,-5.203,0,0.0344,0.00937,0.00254,0.327,0.428,125.984,audio_features,1JlNnlac0f4LWYaLVFB2ue,spotify:track:1JlNnlac0f4LWYaLVFB2ue,https://api.spotify.com/v1/tracks/1JlNnlac0f4LWYaLVFB2ue,https://api.spotify.com/v1/audio-analysis/1JlNnlac0f4LWYaLVFB2ue,213112,4
381,You Owe Me,The Chainsmokers,0.675,0.445,6,-8.317,0,0.0394,0.222,0.0,0.231,0.348,89.98,audio_features,3CgTgHLI8qHAqLoZkz1BdQ,spotify:track:3CgTgHLI8qHAqLoZkz1BdQ,https://api.spotify.com/v1/tracks/3CgTgHLI8qHAqLoZkz1BdQ,https://api.spotify.com/v1/audio-analysis/3CgTgHLI8qHAqLoZkz1BdQ,190013,4
382,Breathin' - Radio Mix,EDX,0.689,0.829,8,-6.324,1,0.0494,0.0453,0.000154,0.181,0.139,119.041,audio_features,3mQ4QRCz4qaS1OwJ5J165M,spotify:track:3mQ4QRCz4qaS1OwJ5J165M,https://api.spotify.com/v1/tracks/3mQ4QRCz4qaS1OwJ5J165M,https://api.spotify.com/v1/audio-analysis/3mQ4QRCz4qaS1OwJ5J165M,173067,4
383,Lonely (with Chandler Leighton),ILLENIUM,0.451,0.402,9,-4.63,1,0.0286,0.597,3.77e-06,0.294,0.129,92.93,audio_features,2tPzQueGEjxjmBvJrYe02u,spotify:track:2tPzQueGEjxjmBvJrYe02u,https://api.spotify.com/v1/tracks/2tPzQueGEjxjmBvJrYe02u,https://api.spotify.com/v1/audio-analysis/2tPzQueGEjxjmBvJrYe02u,270968,4
384,Off My Mind,Tom Ferry,0.625,0.913,11,-4.221,0,0.193,0.102,0.000546,0.04,0.503,119.975,audio_features,2tj2FgND5n87iwEanu3Dgz,spotify:track:2tj2FgND5n87iwEanu3Dgz,https://api.spotify.com/v1/tracks/2tj2FgND5n87iwEanu3Dgz,https://api.spotify.com/v1/audio-analysis/2tj2FgND5n87iwEanu3Dgz,216747,4
385,Space (feat. Quinn XCII),Prince Fox,0.655,0.569,10,-6.856,1,0.0552,0.237,0.0,0.124,0.301,97.855,audio_features,2aivSjmdKjg8pp2ssdSSkh,spotify:track:2aivSjmdKjg8pp2ssdSSkh,https://api.spotify.com/v1/tracks/2aivSjmdKjg8pp2ssdSSkh,https://api.spotify.com/v1/audio-analysis/2aivSjmdKjg8pp2ssdSSkh,177000,4
386,Freak (feat. Bonn),Avicii,0.405,0.576,8,-6.245,1,0.171,0.225,8.08e-06,0.0822,0.695,91.204,audio_features,6NVjujGb9fnl25fjzm5dTy,spotify:track:6NVjujGb9fnl25fjzm5dTy,https://api.spotify.com/v1/tracks/6NVjujGb9fnl25fjzm5dTy,https://api.spotify.com/v1/audio-analysis/6NVjujGb9fnl25fjzm5dTy,179479,4
387,Can't Help Myself,Vincent,0.624,0.706,10,-7.435,0,0.0353,0.523,0.000979,0.119,0.412,109.982,audio_features,13VPw7TPwIGXvQOY7CVeds,spotify:track:13VPw7TPwIGXvQOY7CVeds,https://api.spotify.com/v1/tracks/13VPw7TPwIGXvQOY7CVeds,https://api.spotify.com/v1/audio-analysis/13VPw7TPwIGXvQOY7CVeds,280125,4
388,Angel - Lonely Prelude,ILLENIUM,0.275,0.523,9,-10.406,1,0.0568,0.985,0.456,0.331,0.296,69.428,audio_features,68YoXtGeFsiKNnQfXtdwCv,spotify:track:68YoXtGeFsiKNnQfXtdwCv,https://api.spotify.com/v1/tracks/68YoXtGeFsiKNnQfXtdwCv,https://api.spotify.com/v1/audio-analysis/68YoXtGeFsiKNnQfXtdwCv,41290,3
389,All Your Days,Shallou,0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,audio_features,2QEBXYzURjg7nY8FjbBcUt,spotify:track:2QEBXYzURjg7nY8FjbBcUt,https://api.spotify.com/v1/tracks/2QEBXYzURjg7nY8FjbBcUt,https://api.spotify.com/v1/audio-analysis/2QEBXYzURjg7nY8FjbBcUt,275013,4
390,No Captain - Dirty South Remix,Lane 8,0.626,0.755,6,-10.491,0,0.0337,0.14,0.386,0.0938,0.372,122.008,audio_features,1jX8HqFA7M5hzOxvuFoJ3p,spotify:track:1jX8HqFA7M5hzOxvuFoJ3p,https://api.spotify.com/v1/tracks/1jX8HqFA7M5hzOxvuFoJ3p,https://api.spotify.com/v1/audio-analysis/1jX8HqFA7M5hzOxvuFoJ3p,347213,4
391,Ain't A Thing (feat. Bonn),Avicii,0.454,0.423,9,-7.286,1,0.0552,0.544,0.0,0.0538,0.245,170.162,audio_features,3MhNgzZwFtUF6jSr6pRSkW,spotify:track:3MhNgzZwFtUF6jSr6pRSkW,https://api.spotify.com/v1/tracks/3MhNgzZwFtUF6jSr6pRSkW,https://api.spotify.com/v1/audio-analysis/3MhNgzZwFtUF6jSr6pRSkW,183661,4
392,Somebody,The Chainsmokers,0.532,0.616,10,-7.074,0,0.0328,0.186,0.0,0.0928,0.292,101.883,audio_features,6mWDwN58PgiPiDXkfSfB4J,spotify:track:6mWDwN58PgiPiDXkfSfB4J,https://api.spotify.com/v1/tracks/6mWDwN58PgiPiDXkfSfB4J,https://api.spotify.com/v1/audio-analysis/6mWDwN58PgiPiDXkfSfB4J,223147,4
393,I Care - Intro,ILLENIUM,0.164,0.0774,11,-15.546,0,0.0402,0.86,0.849,0.146,0.0384,182.19,audio_features,5NMa4Z4rtWqyt6VN7h2bpo,spotify:track:5NMa4Z4rtWqyt6VN7h2bpo,https://api.spotify.com/v1/tracks/5NMa4Z4rtWqyt6VN7h2bpo,https://api.spotify.com/v1/audio-analysis/5NMa4Z4rtWqyt6VN7h2bpo,33158,5
394,Untouchable - Airplay Mix,Tom Fall,0.616,0.949,0,-2.559,1,0.0504,0.00391,0.0131,0.243,0.367,130.007,audio_features,4Ua4oTtW0NKyrASzYkM2B1,spotify:track:4Ua4oTtW0NKyrASzYkM2B1,https://api.spotify.com/v1/tracks/4Ua4oTtW0NKyrASzYkM2B1,https://api.spotify.com/v1/audio-analysis/4Ua4oTtW0NKyrASzYkM2B1,177231,4
395,Feel Love,Feed Me,0.64,0.701,6,-5.251,1,0.0367,0.00382,0.00014,0.0959,0.125,127.005,audio_features,0Szx8eb4f6dcD1ymSkhUVi,spotify:track:0Szx8eb4f6dcD1ymSkhUVi,https://api.spotify.com/v1/tracks/0Szx8eb4f6dcD1ymSkhUVi,https://api.spotify.com/v1/audio-analysis/0Szx8eb4f6dcD1ymSkhUVi,336299,4
396,All I Ask of You (feat. Pennybirdrabbit),Skrillex,0.774,0.909,9,-2.89,0,0.0365,0.0173,0.121,0.0739,0.696,126.977,audio_features,1A3XPibNuMPTbTWlPgRfTD,spotify:track:1A3XPibNuMPTbTWlPgRfTD,https://api.spotify.com/v1/tracks/1A3XPibNuMPTbTWlPgRfTD,https://api.spotify.com/v1/audio-analysis/1A3XPibNuMPTbTWlPgRfTD,340341,4
397,There x2,Slushii,0.613,0.812,1,-2.852,1,0.0545,0.179,0.0,0.11,0.391,144.943,audio_features,1tndktY8ZFXapGYIeHUGR2,spotify:track:1tndktY8ZFXapGYIeHUGR2,https://api.spotify.com/v1/tracks/1tndktY8ZFXapGYIeHUGR2,https://api.spotify.com/v1/audio-analysis/1tndktY8ZFXapGYIeHUGR2,230418,4
398,Stay (feat. Karen Harding),Le Youth,0.744,0.727,6,-5.163,1,0.0877,0.0499,0.0,0.186,0.596,120.105,audio_features,7eNF3i7lHKtRwlvMfbNu9M,spotify:track:7eNF3i7lHKtRwlvMfbNu9M,https://api.spotify.com/v1/tracks/7eNF3i7lHKtRwlvMfbNu9M,https://api.spotify.com/v1/audio-analysis/7eNF3i7lHKtRwlvMfbNu9M,209920,4
399,Better On My Own,Mollie Collins,0.509,0.818,10,-6.137,1,0.0391,0.000952,0.000433,0.336,0.166,174.99,audio_features,1zAyzdZkYaRLfy4YZIqBBc,spotify:track:1zAyzdZkYaRLfy4YZIqBBc,https://api.spotify.com/v1/tracks/1zAyzdZkYaRLfy4YZIqBBc,https://api.spotify.com/v1/audio-analysis/1zAyzdZkYaRLfy4YZIqBBc,219429,4
400,Symphony,Flux Pavilion,0.656,0.523,8,-6.862,0,0.0764,0.00843,0.00167,0.0687,0.279,119.96,audio_features,31tZUgVMQIE24zZvbLLaXN,spotify:track:31tZUgVMQIE24zZvbLLaXN,https://api.spotify.com/v1/tracks/31tZUgVMQIE24zZvbLLaXN,https://api.spotify.com/v1/audio-analysis/31tZUgVMQIE24zZvbLLaXN,282359,4
401,I Miss Myself (with HRVY),NOTD,0.72,0.864,0,-3.249,1,0.208,0.0856,0.0,0.16,0.659,96.048,audio_features,5YkmS18BehACOhIIeUqe6l,spotify:track:5YkmS18BehACOhIIeUqe6l,https://api.spotify.com/v1/tracks/5YkmS18BehACOhIIeUqe6l,https://api.spotify.com/v1/audio-analysis/5YkmS18BehACOhIIeUqe6l,191612,4
402,Alone,Marshmello,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,audio_features,12mGwph2YzDIlChtq3EdXP,spotify:track:12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/tracks/12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/audio-analysis/12mGwph2YzDIlChtq3EdXP,273803,4
403,Without Me - ILLENIUM Remix,Halsey,0.639,0.71,6,-3.358,1,0.0479,0.483,2.22e-06,0.219,0.373,136.004,audio_features,4bw3ZyWA1ui0Adu285NWDl,spotify:track:4bw3ZyWA1ui0Adu285NWDl,https://api.spotify.com/v1/tracks/4bw3ZyWA1ui0Adu285NWDl,https://api.spotify.com/v1/audio-analysis/4bw3ZyWA1ui0Adu285NWDl,248906,4
404,you were good to me,Jeremy Zucker,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,audio_features,4CxFN5zON70B3VOPBYbd6P,spotify:track:4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/tracks/4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/audio-analysis/4CxFN5zON70B3VOPBYbd6P,219147,4
405,Can I Be Him,James Arthur,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,audio_features,0VhgEqMTNZwYL1ARDLLNCX,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,https://api.spotify.com/v1/tracks/0VhgEqMTNZwYL1ARDLLNCX,https://api.spotify.com/v1/audio-analysis/0VhgEqMTNZwYL1ARDLLNCX,246880,4
